,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2012-11-06,3673 TPK-KY (觸控面板),2409 友達 (太陽能產業),2317 鴻海 (通信網路),5871 中租-KY (太陽能產業),2618 長榮航 (交通運輸及航運),5388 中磊 (通信網路),3045 台灣大 (通信網路),2609 陽明 (交通運輸及航運),,,,,,,
2012-11-07,3673 TPK-KY (觸控面板),2409 友達 (太陽能產業),2317 鴻海 (通信網路),5871 中租-KY (太陽能產業),5388 中磊 (通信網路),3045 台灣大 (通信網路),,,,,,,,,
2012-11-08,3673 TPK-KY (觸控面板),5871 中租-KY (太陽能產業),3045 台灣大 (通信網路),,,,,,,,,,,,
2012-11-09,3673 TPK-KY (觸控面板),6271 同欣電 (LED照明產業),2357 華碩 (人工智慧),3481 群創 (平面顯示器),2489 瑞軒 (平面顯示器),2308 台達電 (LED照明產業),2393 億光 (LED照明產業),3227 原相 (人工智慧),,,,,,,
2012-11-12,5871 中租-KY (太陽能產業),5534 長虹 (建材營造),3189 景碩 (半導體),2409 友達 (太陽能產業),2357 華碩 (人工智慧),2454 聯發科 (半導體),3227 原相 (人工智慧),3105 穩懋 (半導體),,,,,,,
2012-11-13,5534 長虹 (建材營造),,,,,,,,,,,,,,
2012-11-14,5871 中租-KY (太陽能產業),4904 遠傳 (大數據),5534 長虹 (建材營造),3673 TPK-KY (觸控面板),2409 友達 (太陽能產業),,,,,,,,,,
2012-11-15,4904 遠傳 (大數據),3045 台灣大 (通信網路),1476 儒鴻 (紡織),2357 華碩 (人工智慧),,,,,,,,,,,
2012-11-16,4904 遠傳 (大數據),3045 台灣大 (通信網路),,,,,,,,,,,,,
2012-11-19,3045 台灣大 (通信網路),1476 儒鴻 (紡織),,,,,,,,,,,,,
2012-11-20,1905 華紙 (造紙),1707 葡萄王 (食品生技),,,,,,,,,,,,,
2012-11-21,2886 兆豐金 (金融),2891 中信金 (金融),4904 遠傳 (大數據),2890 永豐金 (金融),2881 富邦金 (金融),2887 台新新光金 (金融),,,,,,,,,
2012-11-22,2891 中信金 (金融),2886 兆豐金 (金融),2892 第一金 (金融),2887 台新新光金 (金融),,,,,,,,,,,
2012-11-23,2308 台達電 (LED照明產業),2409 友達 (太陽能產業),5871 中租-KY (太陽能產業),2458 義隆 (半導體),3406 玉晶光 (LED照明產業),2379 瑞昱 (半導體),2603 長榮 (交通運輸及航運),3189 景碩 (半導體),3105 穩懋 (半導體),2347 聯強 (半導體),3691 碩禾 (太陽能產業),,,,
2012-11-26,4958 臻鼎-KY (印刷電路板),3105 穩懋 (半導體),2458 義隆 (半導體),2885 元大金 (金融),2884 玉山金 (金融),3034 聯詠 (半導體),3035 智原 (半導體),2886 兆豐金 (金融),2890 永豐金 (金融),6153 嘉聯益 (印刷電路板),2357 華碩 (人工智慧),2881 富邦金 (金融),3189 景碩 (半導體),2891 中信金 (金融),3680 家登 (半導體)
2012-11-27,3105 穩懋 (半導體),2885 元大金 (金融),2458 義隆 (半導體),2454 聯發科 (半導體),3034 聯詠 (半導體),2886 兆豐金 (金融),3035 智原 (半導體),3406 玉晶光 (LED照明產業),2393 億光 (LED照明產業),6147 頎邦 (半導體),1605 華新 (太陽能產業),2308 台達電 (LED照明產業),5871 中租-KY (太陽能產業),3227 原相 (人工智慧),2881 富邦金 (金融)
2012-11-28,6153 嘉聯益 (印刷電路板),2885 元大金 (金融),2886 兆豐金 (金融),3227 原相 (人工智慧),2454 聯發科 (半導體),2393 億光 (LED照明產業),2881 富邦金 (金融),2308 台達電 (LED照明產業),3406 玉晶光 (LED照明產業),6269 台郡 (印刷電路板),4958 臻鼎-KY (印刷電路板),3189 景碩 (半導體),2347 聯強 (半導體),2890 永豐金 (金融),2801 彰銀 (金融)
2012-11-29,1303 南亞 (印刷電路板),2885 元大金 (金融),2881 富邦金 (金融),6505 台塑化 (油電燃氣),6153 嘉聯益 (印刷電路板),2884 玉山金 (金融),3227 原相 (人工智慧),2886 兆豐金 (金融),2385 群光 (電腦及週邊設備),4958 臻鼎-KY (印刷電路板),2313 華通 (印刷電路板),2890 永豐金 (金融),2887 台新新光金 (金融),1504 東元 (人工智慧),2801 彰銀 (金融)
2012-11-30,2881 富邦金 (金融),2357 華碩 (人工智慧),2891 中信金 (金融),3227 原相 (人工智慧),2886 兆豐金 (金融),2892 第一金 (金融),,,,,,,,,
2012-12-03,3481 群創 (平面顯示器),2393 億光 (LED照明產業),2357 華碩 (人工智慧),3673 TPK-KY (觸控面板),6505 台塑化 (油電燃氣),3406 玉晶光 (LED照明產業),,,,,,,,,
2012-12-04,2409 友達 (太陽能產業),2347 聯強 (半導體),3673 TPK-KY (觸控面板),2330 台積電 (半導體),2603 長榮 (交通運輸及航運),3406 玉晶光 (LED照明產業),2454 聯發科 (半導體),2303 聯電 (半導體),3691 碩禾 (太陽能產業),3034 聯詠 (半導體),6147 頎邦 (半導體),,,,
2012-12-05,3481 群創 (平面顯示器),2458 義隆 (半導體),2449 京元電子 (半導體),2347 聯強 (半導體),2303 聯電 (半導體),2330 台積電 (半導體),3034 聯詠 (半導體),6176 瑞儀 (平面顯示器),1504 東元 (人工智慧),6147 頎邦 (半導體),3691 碩禾 (太陽能產業),2344 華邦電 (半導體),,,
2012-12-06,2303 聯電 (半導體),2449 京元電子 (半導體),6147 頎邦 (半導體),9939 宏全 (石化及塑橡膠),2392 正崴 (平面顯示器),,,,,,,,,,
2012-12-07,2449 京元電子 (半導體),1101 台泥 (水泥),3673 TPK-KY (觸控面板),3105 穩懋 (半導體),6147 頎邦 (半導體),3680 家登 (半導體),5347 世界 (半導體),3006 晶豪科 (半導體),,,,,,,
2012-12-10,3481 群創 (平面顯示器),6245 立端 (通信網路),2317 鴻海 (通信網路),3045 台灣大 (通信網路),1102 亞泥 (水泥),2392 正崴 (平面顯示器),,,,,,,,,
2012-12-11,2449 京元電子 (半導體),2303 聯電 (半導體),3045 台灣大 (通信網路),6257 矽格 (半導體),2379 瑞昱 (半導體),5347 世界 (半導體),6147 頎邦 (半導體),3105 穩懋 (半導體),2454 聯發科 (半導體),4123 晟德 (製藥),2347 聯強 (半導體),3680 家登 (半導體),,,
2012-12-12,2379 瑞昱 (半導體),2454 聯發科 (半導體),6257 矽格 (半導體),2303 聯電 (半導體),2548 華固 (建材營造),3105 穩懋 (半導體),6147 頎邦 (半導體),9945 潤泰新 (建材營造),2347 聯強 (半導體),3702 大聯大 (半導體),,,,,
2012-12-13,2454 聯發科 (半導體),2357 華碩 (人工智慧),2883 凱基金 (金融),2379 瑞昱 (半導體),2330 台積電 (半導體),2303 聯電 (半導體),2890 永豐金 (金融),2881 富邦金 (金融),9945 潤泰新 (建材營造),6147 頎邦 (半導體),2886 兆豐金 (金融),1102 亞泥 (水泥),2347 聯強 (半導體),3034 聯詠 (半導體),3035 智原 (半導體)
2012-12-14,2379 瑞昱 (半導體),2454 聯發科 (半導體),5347 世界 (半導體),2890 永豐金 (金融),2884 玉山金 (金融),2330 台積電 (半導體),3036 文曄 (半導體),,,,,,,,
2012-12-17,9945 潤泰新 (建材營造),,,,,,,,,,,,,,
2012-12-18,5347 世界 (半導體),2330 台積電 (半導體),2344 華邦電 (半導體),2357 華碩 (人工智慧),1565 精華 (醫療器材),3036 文曄 (半導體),,,,,,,,,
2012-12-19,5347 世界 (半導體),6257 矽格 (半導體),2357 華碩 (人工智慧),2455 全新 (半導體),3227 原相 (人工智慧),2347 聯強 (半導體),,,,,,,,,
2012-12-20,3673 TPK-KY (觸控面板),,,,,,,,,,,,,,
2012-12-21,6271 同欣電 (LED照明產業),,,,,,,,,,,,,,
2012-12-24,4123 晟德 (製藥),9914 美利達 (休閒娛樂),3406 玉晶光 (LED照明產業),,,,,,,,,,,,
2012-12-25,2393 億光 (LED照明產業),3406 玉晶光 (LED照明產業),6121 新普 (能源元件),,,,,,,,,,,,
2012-12-26,1301 台塑 (石化及塑橡膠),9945 潤泰新 (建材營造),1326 台化 (石化及塑橡膠),,,,,,,,,,,,
2012-12-27,1326 台化 (石化及塑橡膠),2548 華固 (建材營造),,,,,,,,,,,,,
2012-12-28,1326 台化 (石化及塑橡膠),9939 宏全 (石化及塑橡膠),2449 京元電子 (半導體),3443 創意 (半導體),6257 矽格 (半導體),3105 穩懋 (半導體),2458 義隆 (半導體),,,,,,,,
2013-01-02,2385 群光 (電腦及週邊設備),1326 台化 (石化及塑橡膠),3008 大立光 (電腦及週邊設備),1301 台塑 (石化及塑橡膠),9939 宏全 (石化及塑橡膠),2548 華固 (建材營造),,,,,,,,,
2013-01-03,9939 宏全 (石化及塑橡膠),9945 潤泰新 (建材營造),5347 世界 (半導體),2449 京元電子 (半導體),1326 台化 (石化及塑橡膠),3443 創意 (半導體),3034 聯詠 (半導體),4919 新唐 (半導體),3008 大立光 (電腦及週邊設備),2379 瑞昱 (半導體),2515 中工 (建材營造),1301 台塑 (石化及塑橡膠),2548 華固 (建材營造),,
2013-01-04,2303 聯電 (半導體),9939 宏全 (石化及塑橡膠),2458 義隆 (半導體),1326 台化 (石化及塑橡膠),9945 潤泰新 (建材營造),4938 和碩 (半導體),2548 華固 (建材營造),2520 冠德 (建材營造),2379 瑞昱 (半導體),1314 中石化 (石化及塑橡膠),1301 台塑 (石化及塑橡膠),2347 聯強 (半導體),3034 聯詠 (半導體),2515 中工 (建材營造),
2013-01-07,2520 冠德 (建材營造),1314 中石化 (石化及塑橡膠),9945 潤泰新 (建材營造),9939 宏全 (石化及塑橡膠),2603 長榮 (交通運輸及航運),2548 華固 (建材營造),1301 台塑 (石化及塑橡膠),2385 群光 (電腦及週邊設備),,,,,,,
2013-01-08,2520 冠德 (建材營造),2603 長榮 (交通運輸及航運),9939 宏全 (石化及塑橡膠),1301 台塑 (石化及塑橡膠),5347 世界 (半導體),6182 合晶 (半導體),3443 創意 (半導體),3105 穩懋 (半導體),,,,,,,
2013-01-09,2520 冠德 (建材營造),5347 世界 (半導體),6147 頎邦 (半導體),3105 穩懋 (半導體),6271 同欣電 (LED照明產業),2454 聯發科 (半導體),2542 興富發 (建材營造),,,,,,,,
2013-01-10,2881 富邦金 (金融),2520 冠德 (建材營造),2618 長榮航 (交通運輸及航運),2890 永豐金 (金融),2609 陽明 (交通運輸及航運),2885 元大金 (金融),2891 中信金 (金融),2882 國泰金 (金融),,,,,,,
2013-01-11,2881 富邦金 (金融),2520 冠德 (建材營造),2890 永豐金 (金融),2882 國泰金 (金融),2891 中信金 (金融),1102 亞泥 (水泥),,,,,,,,,
2013-01-14,2881 富邦金 (金融),2393 億光 (LED照明產業),2890 永豐金 (金融),2006 東和鋼鐵 (鋼鐵),,,,,,,,,,,
2013-01-15,2458 義隆 (半導體),6121 新普 (能源元件),3406 玉晶光 (LED照明產業),,,,,,,,,,,,
2013-01-16,2344 華邦電 (半導體),2891 中信金 (金融),6285 啟碁 (太空衛星科技),4919 新唐 (半導體),6271 同欣電 (LED照明產業),3406 玉晶光 (LED照明產業),,,,,,,,,
2013-01-17,4904 遠傳 (大數據),3105 穩懋 (半導體),2344 華邦電 (半導體),3189 景碩 (半導體),4938 和碩 (半導體),,,,,,,,,,
2013-01-18,4904 遠傳 (大數據),3008 大立光 (電腦及週邊設備),,,,,,,,,,,,,
2013-01-21,6271 同欣電 (LED照明產業),3008 大立光 (電腦及週邊設備),3376 新日興 (電腦及週邊設備),3406 玉晶光 (LED照明產業),8069 元太 (平面顯示器),,,,,,,,,,
2013-01-22,2454 聯發科 (半導體),2449 京元電子 (半導體),4938 和碩 (半導體),3008 大立光 (電腦及週邊設備),2330 台積電 (半導體),5347 世界 (半導體),3406 玉晶光 (LED照明產業),3376 新日興 (電腦及週邊設備),2458 義隆 (半導體),3702 大聯大 (半導體),,,,,
2013-01-23,4958 臻鼎-KY (印刷電路板),6121 新普 (能源元件),2881 富邦金 (金融),2883 凱基金 (金融),2882 國泰金 (金融),2890 永豐金 (金融),6153 嘉聯益 (印刷電路板),2886 兆豐金 (金融),,,,,,,
2013-01-24,2393 億光 (LED照明產業),,,,,,,,,,,,,,
2013-01-25,6285 啟碁 (太空衛星科技),6271 同欣電 (LED照明產業),3406 玉晶光 (LED照明產業),,,,,,,,,,,,
2013-01-28,6285 啟碁 (太空衛星科技),6176 瑞儀 (平面顯示器),6271 同欣電 (LED照明產業),,,,,,,,,,,,
2013-01-29,6285 啟碁 (太空衛星科技),3008 大立光 (電腦及週邊設備),2385 群光 (電腦及週邊設備),3673 TPK-KY (觸控面板),8069 元太 (平面顯示器),6271 同欣電 (LED照明產業),2392 正崴 (平面顯示器),,,,,,,,
2013-01-30,2458 義隆 (半導體),2379 瑞昱 (半導體),6285 啟碁 (太空衛星科技),2890 永豐金 (金融),3008 大立光 (電腦及週邊設備),5347 世界 (半導體),2883 凱基金 (金融),2881 富邦金 (金融),2891 中信金 (金融),3034 聯詠 (半導體),4938 和碩 (半導體),2385 群光 (電腦及週邊設備),3035 智原 (半導體),,
2013-01-31,2881 富邦金 (金融),2324 仁寶 (平面顯示器),,,,,,,,,,,,,
2013-02-01,2458 義隆 (半導體),6271 同欣電 (LED照明產業),2379 瑞昱 (半導體),5347 世界 (半導體),3035 智原 (半導體),2520 冠德 (建材營造),4919 新唐 (半導體),2344 華邦電 (半導體),,,,,,,
2013-02-04,2881 富邦金 (金融),2886 兆豐金 (金融),6271 同欣電 (LED照明產業),2891 中信金 (金融),2883 凱基金 (金融),2890 永豐金 (金融),2882 國泰金 (金融),2834 臺企銀 (金融),,,,,,,
2013-02-05,2881 富邦金 (金融),2886 兆豐金 (金融),2885 元大金 (金融),2882 國泰金 (金融),2890 永豐金 (金融),1590 亞德客-KY (電機機械),2891 中信金 (金融),3673 TPK-KY (觸控面板),,,,,,,
2013-02-06,2882 國泰金 (金融),2881 富邦金 (金融),2891 中信金 (金融),1565 精華 (醫療器材),2886 兆豐金 (金融),2890 永豐金 (金融),3673 TPK-KY (觸控面板),,,,,,,,
2013-02-18,2882 國泰金 (金融),2891 中信金 (金融),2881 富邦金 (金融),3673 TPK-KY (觸控面板),2301 光寶科 (LED照明產業),2886 兆豐金 (金融),2890 永豐金 (金融),6271 同欣電 (LED照明產業),,,,,,,
2013-02-19,2882 國泰金 (金融),2409 友達 (太陽能產業),3673 TPK-KY (觸控面板),2890 永豐金 (金融),2881 富邦金 (金融),2887 台新新光金 (金融),2886 兆豐金 (金融),6271 同欣電 (LED照明產業),2049 上銀 (自動化),2301 光寶科 (LED照明產業),2393 億光 (LED照明產業),,,,
2013-02-20,3481 群創 (平面顯示器),3673 TPK-KY (觸控面板),8069 元太 (平面顯示器),6271 同欣電 (LED照明產業),2301 光寶科 (LED照明產業),2049 上銀 (自動化),2393 億光 (LED照明產業),,,,,,,,
2013-02-21,2409 友達 (太陽能產業),3673 TPK-KY (觸控面板),3481 群創 (平面顯示器),1216 統一 (食品),8069 元太 (平面顯示器),,,,,,,,,,
2013-02-22,2409 友達 (太陽能產業),3481 群創 (平面顯示器),1795 美時 (製藥),8069 元太 (平面顯示器),,,,,,,,,,,
2013-02-23,1216 統一 (食品),3481 群創 (平面顯示器),8069 元太 (平面顯示器),,,,,,,,,,,,
2013-02-25,2439 美律 (能源元件),1216 統一 (食品),3481 群創 (平面顯示器),3673 TPK-KY (觸控面板),8069 元太 (平面顯示器),,,,,,,,,,
2013-02-26,2439 美律 (能源元件),2409 友達 (太陽能產業),1605 華新 (太陽能產業),,,,,,,,,,,,
2013-02-27,1216 統一 (食品),3481 群創 (平面顯示器),2439 美律 (能源元件),3673 TPK-KY (觸控面板),4128 中天 (製藥),,,,,,,,,,
2013-03-01,2458 義隆 (半導體),5347 世界 (半導體),2379 瑞昱 (半導體),2449 京元電子 (半導體),2439 美律 (能源元件),3034 聯詠 (半導體),2454 聯發科 (半導體),6147 頎邦 (半導體),8299 群聯 (半導體),3673 TPK-KY (觸控面板),3008 大立光 (電腦及週邊設備),6257 矽格 (半導體),,,
2013-03-04,2458 義隆 (半導體),5347 世界 (半導體),2449 京元電子 (半導體),2454 聯發科 (半導體),2379 瑞昱 (半導體),2409 友達 (太陽能產業),3006 晶豪科 (半導體),6257 矽格 (半導體),3034 聯詠 (半導體),3673 TPK-KY (觸控面板),8299 群聯 (半導體),3035 智原 (半導體),,,
2013-03-05,3481 群創 (平面顯示器),9914 美利達 (休閒娛樂),2409 友達 (太陽能產業),3673 TPK-KY (觸控面板),1605 華新 (太陽能產業),,,,,,,,,,
2013-03-06,3034 聯詠 (半導體),2458 義隆 (半導體),5347 世界 (半導體),3481 群創 (平面顯示器),2409 友達 (太陽能產業),6147 頎邦 (半導體),6239 力成 (半導體),5483 中美晶 (半導體),3673 TPK-KY (觸控面板),1216 統一 (食品),2449 京元電子 (半導體),6257 矽格 (半導體),8299 群聯 (半導體),3691 碩禾 (太陽能產業),2344 華邦電 (半導體)
2013-03-07,3034 聯詠 (半導體),5483 中美晶 (半導體),3481 群創 (平面顯示器),2409 友達 (太陽能產業),1216 統一 (食品),3673 TPK-KY (觸控面板),2458 義隆 (半導體),6147 頎邦 (半導體),2379 瑞昱 (半導體),3691 碩禾 (太陽能產業),2392 正崴 (平面顯示器),,,,
2013-03-08,2881 富邦金 (金融),2891 中信金 (金融),3481 群創 (平面顯示器),2890 永豐金 (金融),2883 凱基金 (金融),2886 兆豐金 (金融),,,,,,,,,
2013-03-11,2609 陽明 (交通運輸及航運),2884 玉山金 (金融),2392 正崴 (平面顯示器),,,,,,,,,,,,
2013-03-12,6239 力成 (半導體),2393 億光 (LED照明產業),1707 葡萄王 (食品生技),3034 聯詠 (半導體),6257 矽格 (半導體),2379 瑞昱 (半導體),5347 世界 (半導體),3006 晶豪科 (半導體),,,,,,,
2013-03-13,2891 中信金 (金融),8039 台虹 (印刷電路板),,,,,,,,,,,,,
2013-03-14,3552 同致 (汽車),,,,,,,,,,,,,,
2013-03-15,1795 美時 (製藥),3008 大立光 (電腦及週邊設備),,,,,,,,,,,,,
2013-03-18,1477 聚陽 (紡織),2385 群光 (電腦及週邊設備),,,,,,,,,,,,,
2013-03-19,1477 聚陽 (紡織),2393 億光 (LED照明產業),6223 旺矽 (LED照明產業),2385 群光 (電腦及週邊設備),,,,,,,,,,,
2013-03-20,2393 億光 (LED照明產業),3673 TPK-KY (觸控面板),,,,,,,,,,,,,
2013-03-21,1707 葡萄王 (食品生技),,,,,,,,,,,,,,
2013-03-22,6147 頎邦 (半導體),3105 穩懋 (半導體),2458 義隆 (半導體),4938 和碩 (半導體),2379 瑞昱 (半導體),,,,,,,,,,
2013-03-25,2393 億光 (LED照明產業),1477 聚陽 (紡織),1476 儒鴻 (紡織),2383 台光電 (印刷電路板),,,,,,,,,,,
2013-03-26,2458 義隆 (半導體),5347 世界 (半導體),3006 晶豪科 (半導體),6257 矽格 (半導體),6147 頎邦 (半導體),3105 穩懋 (半導體),2328 廣宇 (印刷電路板),,,,,,,,
2013-03-27,3105 穩懋 (半導體),3008 大立光 (電腦及週邊設備),2458 義隆 (半導體),5347 世界 (半導體),6257 矽格 (半導體),2385 群光 (電腦及週邊設備),,,,,,,,,
2013-03-28,2385 群光 (電腦及週邊設備),,,,,,,,,,,,,,
2013-03-29,1476 儒鴻 (紡織),3006 晶豪科 (半導體),2393 億光 (LED照明產業),6257 矽格 (半導體),3034 聯詠 (半導體),3680 家登 (半導體),,,,,,,,,
2013-04-01,6257 矽格 (半導體),5483 中美晶 (半導體),3006 晶豪科 (半導體),3034 聯詠 (半導體),6147 頎邦 (半導體),2379 瑞昱 (半導體),,,,,,,,,
2013-04-02,5483 中美晶 (半導體),2458 義隆 (半導體),1476 儒鴻 (紡織),3105 穩懋 (半導體),6223 旺矽 (LED照明產業),2393 億光 (LED照明產業),3034 聯詠 (半導體),2379 瑞昱 (半導體),3006 晶豪科 (半導體),,,,,,
2013-04-03,1476 儒鴻 (紡織),3034 聯詠 (半導體),5483 中美晶 (半導體),3105 穩懋 (半導體),2458 義隆 (半導體),6223 旺矽 (LED照明產業),3673 TPK-KY (觸控面板),1477 聚陽 (紡織),2393 億光 (LED照明產業),3006 晶豪科 (半導體),2379 瑞昱 (半導體),,,,
2013-04-08,1476 儒鴻 (紡織),2303 聯電 (半導體),3034 聯詠 (半導體),3673 TPK-KY (觸控面板),6257 矽格 (半導體),2458 義隆 (半導體),2379 瑞昱 (半導體),,,,,,,,
